	CustomerID	Imax	E	PIL	Mb	MeanD	EDate	class
25	16218.0	100	5,518179003891944	2,5669999999999997	438,7885714285714	48,85714285714285	2,204304417449525	2
27	14307.0	96	7,130633374059363	2,5669999999999997	499,2866666666666	47,0	1,8911785614826595	2
29	17920.0	288	8,36653437102371	2,5669999999999997	246,6	21,11764705882353	1,7456382026208126	2
30	12838.0	12	6,806295907760665	2,5669999999999997	341,56499999999994	170,0	0,99880767678356	1
33	18085.0	16	4,582118926162054	2,5669999999999997	344,975	21,5	0,8935711016541907	1
34	13758.0	288	6,648142497361173	2,5669999999999997	455,79285714285714	51,28571428571429	1,6922784641620767	2
35	13694.0	1600	8,301291744892692	2,5669999999999997	1271,106	7,0	2,2166730132221706	2
36	15983.0	48	6,202706064089378	2,5669999999999997	368,755	87,5	0,8597555090200142	1
37	14849.0	144	6,936113201333063	2,5669999999999997	316,8472	13,88	2,115851723006995	2
38	17968.0	8	6,127037994961237	2,5669999999999997	277,35	0,0	0,0	0
39	16210.0	960	5,700908648896433	2,5669999999999997	1239,7823529411764	21,41176470588235	1,995001003371835	2
41	17377.0	36	7,165530039698519	2,5669999999999997	205,046	17,05	1,880316189399978	2
42	16552.0	48	4,08746284125034	2,5669999999999997	189,865	65,0	0,8739810481273578	0
43	17181.0	144	4,523561956057013	2,5669999999999997	119,96	158,0	0,4262286569981449	0
44	17951.0	96	4,121928094887362	2,5669999999999997	336,18000000000006	111,0	0,9927744539878084	1
45	14729.0	16	6,093409091335663	2,5669999999999997	313,4899999999999	0,0	0,0	0
46	12748.0	576	10,348166141631932	2,5669999999999997	150,35210784313722	1,4705882352941178	1,9935812181312824	2
50	14078.0	25	5,28737646670819	2,5669999999999997	174,89499999999995	44,83333333333334	1,778322934165814	1
51	14001.0	100	5,028991962451991	2,5669999999999997	681,0266666666666	109,0	1,5485806065228545	2
52	12662.0	60	6,6829796534772274	3,57	319,1890909090909	33,45454545454545	2,1719825962532378	2
53	15525.0	24	6,918158468888639	2,5669999999999997	269,5066666666666	123,33333333333331	0,9104876225061144	1
56	15485.0	80	5,745691208039532	2,5669999999999997	858,3333333333335	114,0	1,4982429949433915	2
57	12433.0	240	7,6107007201505	0,46299999999999997	1910,838571428572	52,85714285714285	1,5042634103731176	2
58	16955.0	48	4,001629167387823	2,5669999999999997	123,4175	46,75	1,5545851693377997	0
61	18144.0	160	4,404959011425501	2,5669999999999997	240,72916666666663	29,91666666666667	2,2357232588710008	2
65	14911.0	640	10,176594751702932	0,22899999999999998	665,0295897435899	1,5128205128205128	2,056073912859281	2
66	16456.0	50	6,118564064470347	2,5669999999999997	431,67400000000004	54,4	1,8904770587861213	2
67	83865N	33	8,092757140919819	2,5669999999999997	2371,3199999999983	0,0	0,0	2
68	17346.0	36	7,92554754281446	2,5669999999999997	177,08533333333335	24,33333333333333	1,8188466309930769	2
71	17841.0	288	9,572718474524068	2,5669999999999997	325,8340322580645	2,532258064516129	2,0179774539044155	2
73	13093.0	108	6,444466602865377	2,5669999999999997	979,05875	11,75	0,8910568493135518	2
74	12921.0	96	7,506500526721357	2,5669999999999997	445,1145945945947	9,540540540540539	2,11545695673319	2
75	17760.0	72	4,643856189774723	2,5669999999999997	143,79500000000004	175,5	0,9426831892554922	0
76	13468.0	64	7,2399188682669555	2,5669999999999997	153,65054054054053	9,513513513513514	2,2987272395831377	2
78	16928.0	60	5,231280131868517	2,5669999999999997	166,96470588235294	16,764705882352942	1,3711305708649273	2
79	16048.0	24	3,0	2,5669999999999997	128,22000000000003	0,0	0,0	0
82	14696.0	48	6,816560986088737	2,5669999999999997	296,9928571428572	52,14285714285714	2,212432410607469	2
83	16539.0	24	5,030633374059378	2,5669999999999997	347,2025	92,25	1,2505597113817015	1
85	13777.0	504	4,782554867206203	2,5669999999999997	787,1866666666666	10,93939393939394	2,2195551343033584	2
86	17690.0	50	7,37764331042011	2,5669999999999997	317,19666666666666	22,4	2,189308118748305	2
87	12947.0	48	6,24065507503585	2,5669999999999997	239,5233333333333	38,0	1,7564281048204091	1
88	17460.0	25	3,6292196865240967	2,5669999999999997	77,09666666666669	46,0	1,6171895725927152	0
89	18229.0	100	5,688924359466936	2,5669999999999997	363,845	17,5	2,112454951500386	2
91	17069.0	25	6,680846558164732	2,5669999999999997	334,8575	42,625	1,945359790210925	2
92	13065.0	12	3,8073549220576055	2,5669999999999997	205,86	0,0	0,0	0
93	14606.0	96	9,212985134123112	2,5669999999999997	132,68898876404492	3,6966292134831464	2,2359848648270235	2
94	78093N	47	8,069408189643436	2,5669999999999997	3429,7799999999993	0,0	0,0	2
95	16835.0	10	3,3219280948873617	2,5669999999999997	90,425	122,0	1,0	0
96	15235.0	25	7,00074624935068	2,5669999999999997	187,2925	12,583333333333336	1,5782128784032843	2
97	13576.0	96	5,717398428387192	2,5669999999999997	373,1855555555555	19,666666666666668	2,142987127401933	2
100	13090.0	96	6,2756017423089645	2,5669999999999997	684,2938461538463	27,615384615384613	1,8493961060227837	2
101	15694.0	192	5,045294744808619	2,5669999999999997	492,9692307692308	28,23076923076923	1,7861130100403202	2
103	13715.0	32	6,3684919106573705	2,5669999999999997	212,28799999999998	18,0	0,9846468268687552	1
106	15752.0	30	7,614638648602513	2,5669999999999997	376,7685714285714	47,0	1,971235584723166	2
107	17855.0	24	4,08746284125034	2,5669999999999997	208,97	0,0	0,0	0
108	14047.0	48	4,3248487296021345	2,5669999999999997	324,8275000000001	90,75	1,8110406397331844	1
110	17017.0	192	6,017093707134397	2,5669999999999997	432,73800000000006	18,15	2,1949212538328724	2
111	13941.0	256	4,366759974483217	2,5669999999999997	1022,5920000000003	69,8	2,3115775889747443	2
112	14135.0	600	6,360839239233762	2,5669999999999997	312,6873333333333	24,4	2,2605420790467208	2
114	15601.0	100	7,584094259394879	2,5669999999999997	483,14714285714285	25,285714285714285	2,19226868854389	2
115	13418.0	80	7,596451218357153	2,5669999999999997	326,84611111111116	19,666666666666668	1,8164093656778744	2
117	14388.0	48	6,668126682055616	2,5669999999999997	398,24875	44,875	2,1584513282158557	2
119	18041.0	96	7,824041717714579	2,5669999999999997	198,14952380952386	16,761904761904766	2,217161944048699	2
120	15955.0	100	6,955435711555957	2,5669999999999997	314,26857142857136	24,57142857142857	1,850092843458164	2
122	16244.0	24	6,441860574264637	2,5669999999999997	761,3749999999997	80,0	0,8904916402194913	1
123	15111.0	25	6,0499973334672905	2,5669999999999997	522,4933333333332	114,0	0,7024665512903903	1
125	14390.0	60	6,781051034642417	2,5669999999999997	511,8522222222222	39,888888888888886	1,7173141025850378	2
126	16546.0	48	4,643856189774723	2,5669999999999997	393,5750000000001	40,5	0,7950402793845223	1
127	15260.0	40	5,833325210755079	2,5669999999999997	254,3957142857143	38,42857142857143	1,5157420747266075	1
129	13305.0	48	5,384491015412348	2,5669999999999997	200,08599999999998	36,4	2,034916123618351	2
130	14060.0	144	6,162266527569165	2,5669999999999997	322,91473684210524	18,894736842105264	2,168112823139317	2
136	15544.0	50	6,622746127932312	2,5669999999999997	394,07888888888886	40,0	2,257718967810265	2
137	15738.0	60	5,167703671052882	2,5669999999999997	299,95125	21,5625	2,1682104234109243	2
138	17381.0	1200	4,99144347227465	2,5669999999999997	699,1589655172413	12,137931034482758	2,175002153142554	2
139	15827.0	24	5,878494982701799	2,5669999999999997	120,84928571428571	21,071428571428573	1,857320403751598	1
140	14180.0	24	6,433667906663578	2,5669999999999997	185,88480000000004	14,04	2,1684056363018303	2
142	16916.0	36	6,944802193406622	2,5669999999999997	288,12999999999994	174,0	0,9337554002624232	0
143	17964.0	48	6,267559429596348	2,5669999999999997	235,85	170,0	0,9214676689990972	0
144	14466.0	60	4,9352881543647955	2,5669999999999997	324,62857142857143	48,714285714285715	2,2478859079701907	2
146	16510.0	24	3,7004397181410926	2,5669999999999997	248,1	0,0	0,0	0
147	17802.0	36	6,555963999041473	2,5669999999999997	428,3466666666668	96,33333333333331	1,3361252095449798	1
149	17976.0	6	5,710603774467066	2,5669999999999997	353,18999999999994	0,0	0,0	0
151	70560N	1	3,3219280948873617	2,5669999999999997	28,55	0,0	0,0	0
153	16781.0	24	4,0	2,5669999999999997	296,2999999999999	0,0	0,0	0
154	13491.0	48	6,083127836047135	2,5669999999999997	121,58200000000002	31,5	1,8250571363342345	1
155	16186.0	48	6,1718961229931555	2,5669999999999997	332,6616666666667	28,75	1,8713020170645605	2
156	17685.0	120	6,262414062878678	2,5669999999999997	455,9328571428572	50,42857142857143	1,7480679052985255	2
157	17581.0	50	7,486980976976043	2,5669999999999997	431,6296	14,68	2,2005904009774464	2
160	17244N	1	0,0	2,5669999999999997	2,95	0,0	0,0	0
161	17567.0	160	6,594902744457062	2,5669999999999997	541,435	45,25	2,2028539731513126	2
162	15061.0	500	5,5134749076298055	2,5669999999999997	1133,1654166666665	7,416666666666668	2,2220377693150377	2
164	15640.0	160	7,620186974257965	2,5669999999999997	834,3773333333336	24,0	2,2249392571883844	2
167	17838.0	192	6,304535517583697	2,5669999999999997	462,54	68,6	1,6937272957496148	2
168	17228.0	72	6,973716085948434	2,5669999999999997	238,26125	44,125	2,1543883835132096	1
171	17412.0	48	5,434323475320727	2,5669999999999997	179,72285714285712	52,28571428571429	1,721234626863393	1
172	14031.0	216	6,485558905273536	2,5669999999999997	864,7564705882353	21,11764705882353	2,1832891708844437	2
173	14775.0	72	5,806890595608518	2,5669999999999997	337,3	104,33333333333331	1,584962500721156	1
174	12971.0	600	6,184183821906173	2,5669999999999997	128,63247058823526	3,929411764705882	2,2306311831973344	2
175	17659.0	96	6,8204706482662285	2,5669999999999997	246,5758333333333	29,08333333333333	1,938478544034168	2
176	15299.0	1824	2,5849625007211556	2,5669999999999997	651,1683333333334	50,66666666666666	1,4591479170272446	2
177	15646.0	48	5,087462841250338	2,5669999999999997	141,71333333333334	71,33333333333333	1,4887089087640861	0
178	13402.0	24	4,926427859887888	2,5669999999999997	310,615	122,0	0,98811083652183	1
179	17757.0	350	7,644787406576325	2,5669999999999997	186,71133333333336	11,8	2,2337310547455598	2
181	13798.0	432	6,2748337035069826	2,5669999999999997	647,5524561403511	6,052631578947367	2,2427891408478997	2
182	16754.0	2880	1,0	2,5669999999999997	2002,4	0,0	0,0	2
183	16634.0	24	3,169925001442312	2,5669999999999997	108,95	74,5	0,5032583347756457	0
187	18168.0	48	6,433364648336087	2,5669999999999997	192,2483333333333	32,5	1,559222521519306	1
188	14395.0	25	7,205268668641574	2,5669999999999997	386,8733333333333	40,555555555555564	2,2290468324991335	2
189	14865.0	48	2,0	2,5669999999999997	26,1	182,0	0,8112781244591328	0
190	15093.0	288	5,488073211275399	2,5669999999999997	736,9699999999998	58,5	2,0737725819235253	2
191	16150.0	24	6,372940801106093	2,5669999999999997	402,644	65,6	1,8982919481165892	2
193	17552.0	48	5,354406017540444	2,5669999999999997	232,6025	77,75	0,9691869476068812	1
195	17961.0	12	7,6376538898733415	2,5669999999999997	33,242051282051285	8,538461538461537	2,065893957721028	1
198	17396.0	144	4,469670487371863	2,5669999999999997	1044,6857142857143	47,42857142857143	1,3701635095276024	2
203	13520.0	96	5,35341984183593	0,6409999999999999	494,625	51,83333333333334	2,054309611596183	2
204	16905.0	50	6,632800273972848	2,5669999999999997	440,78285714285715	52,0	1,3053783312697973	2
205	12841.0	72	7,448225129846916	2,5669999999999997	159,1608	14,24	2,2133478606620183	2
210	15302N	21	5,832890014164738	2,5669999999999997	857,6	0,0	0,0	1
211	16891.0	12	7,252653959003812	2,5669999999999997	161,93999999999997	73,6	1,5821686321333217	1
212	58754N	19	8,204571144249153	2,5669999999999997	2693,320000000001	0,0	0,0	2
215	96214N	36	2,5849625007211556	0,22899999999999998	213,3	0,0	0,0	0
216	14156.0	1440	9,138729097457153	0,22899999999999998	2111,774629629629	6,314814814814816	1,90039044841216	2
218	14680.0	300	5,7949881605728475	2,5669999999999997	1772,9756250000007	21,0625	1,9695962939248612	2
220	12557.0	360	3,732751315869234	1,45	2398,192	70,6	1,8097782277964716	2
221	14083.0	120	7,285730486518745	2,5669999999999997	113,15888888888891	40,444444444444436	1,2449565948322046	1
222	13013.0	48	7,09145947744709	2,5669999999999997	370,0723076923077	28,0	1,9626114219223092	2
224	16477.0	48	6,634212124093968	2,5669999999999997	356,3514285714286	43,57142857142857	2,2937450932601497	2
225	12600.0	48	4,5599000019230855	3,57	231,104	33,9	2,1543064064082493	2
226	16013.0	960	4,643223823491431	2,5669999999999997	774,7739130434783	7,673913043478262	1,8776927692372811	2
227	17949.0	1992	4,261198432413333	2,5669999999999997	1351,2735	8,875	1,8297008602699305	2
228	12779.0	72	6,2144132459467105	0,504	489,57	41,25	1,7999684929481208	2
230	17787.0	48	6,380913537262814	2,5669999999999997	466,2975	54,0	1,2406158546652124	1
231	12682.0	216	7,209813620003258	2,752	355,7490322580645	11,387096774193546	2,2550698539106007	2
232	17954.0	288	8,131787820911683	2,5669999999999997	192,11	30,08333333333333	2,0654008698084234	2
233	14723.0	36	7,401837416903432	2,5669999999999997	192,76666666666665	59,83333333333334	0,9057891715675812	1
234	17819.0	50	4,912782031835942	2,5669999999999997	529,2671428571429	42,285714285714285	1,7491435840530567	2
235	336N	108	6,228818690495892	2,5669999999999997	4946,419999999999	0,0	0,0	2
236	12712.0	36	5,449022456907179	3,57	294,7869230769232	25,84615384615385	2,254064901134457	2
238	15373.0	24	5,9296020610712326	2,5669999999999997	184,42583333333332	29,91666666666667	2,0985416028947803	2
239	17198.0	36	6,4391291673878275	2,5669999999999997	230,74	115,33333333333331	0,7177418091697444	1
240	17238.0	36	7,899921932599887	2,5669999999999997	220,27352941176468	21,235294117647054	2,2246811537764484	2
241	12793.0	40	4,277613436819114	0,24100000000000002	230,74	18,0	0,8453509366224365	0
242	15769.0	1200	3,857473249299232	2,5669999999999997	2072,9488	14,16	2,0044166457691293	2
244	14396.0	12	6,135030038332081	2,5669999999999997	243,995	153,0	0,9966132830150964	0
245	14898.0	240	6,29009907287819	2,5669999999999997	217,25333333333333	57,66666666666666	1,797057833021516	1
249	12395.0	120	6,254814147949292	0,501	222,315	28,83333333333333	2,0730052458790924	2
251	13081.0	288	8,685831214670182	2,5669999999999997	2571,466363636363	32,18181818181818	2,1837090113884896	2
253	17243.0	96	7,019719154622675	2,5669999999999997	333,0192307692307	13,807692307692307	2,200394547225046	2
254	15465.0	120	4,9639639051349596	2,5669999999999997	408,59	18,944444444444443	2,141003885825029	2
255	13089.0	288	8,77279736842229	2,5669999999999997	617,2093617021278	3,5531914893617023	2,1525894888648867	2
256	16033.0	25	8,740909353616217	2,5669999999999997	437,0275	17,75	2,1190008979421484	2
257	13838.0	12	7,062112102133253	2,5669999999999997	172,9325	91,0	1,5761295570679017	1
258	18055.0	40	7,546036465761879	2,5669999999999997	676,6340000000002	35,8	2,1654515033076067	2
260	18109.0	432	6,271314649439786	2,5669999999999997	304,90076923076924	13,615384615384615	2,159132297109921	2
261	13069.0	1440	7,913789847433003	2,5669999999999997	166,1825	15,0	2,292654542975169	2
262	16241.0	48	8,11673844222175	2,5669999999999997	200,60538461538462	27,384615384615387	1,9646128965464047	2
263	14800.0	120	7,740974301494732	2,5669999999999997	361,2991666666666	26,5	2,240011232110384	2
264	15708.0	32	6,578968243000678	2,5669999999999997	477,9414285714286	46,57142857142857	2,134020219836897	2
265	16839.0	144	6,328928894152637	2,5669999999999997	482,13647058823517	10,117647058823527	2,075007265551433	2
266	16168.0	144	5,618897218516292	2,5669999999999997	139,65185185185186	12,888888888888891	1,9281748065196032	2
267	16931.0	36	8,492447064730934	2,5669999999999997	219,2485714285714	16,857142857142858	2,2408218314623145	2
268	16814.0	48	6,5772941265854845	2,5669999999999997	309,4857142857142	16,428571428571427	2,054319672193812	2
269	15351.0	24	7,080711368617816	2,5669999999999997	276,4585714285714	50,42857142857143	1,4057611737978402	1
270	13269.0	100	7,178166717094536	2,5669999999999997	356,4153333333333	24,266666666666666	1,7438519249042566	2
272	12567.0	48	8,181424939859264	2,752	832,2939999999999	34,3	2,2936864476149244	2
273	17062.0	36	5,543023732015066	2,5669999999999997	133,33249999999998	13,5	0,828055725379504	0
275	14810.0	14	6,406077216159173	2,5669999999999997	189,80727272727276	29,363636363636363	2,120965974130132	2
276	16353.0	96	5,062961198395035	2,5669999999999997	290,24826086956523	15,521739130434785	2,1210511097123237	2
277	18118.0	100	8,330965346230593	2,5669999999999997	215,5123076923077	13,307692307692307	2,2302892280651534	2
278	13831.0	128	5,643584406427232	2,5669999999999997	367,165	58,33333333333334	1,1165443938090456	2
280	17796.0	10	5,842129291124301	2,5669999999999997	174,475	82,0	1,043081728181782	1
282	18156.0	25	6,503933909647585	2,5669999999999997	367,46999999999986	178,0	0,9666186325481028	1
284	17059.0	108	7,950478440029037	2,5669999999999997	619,008	67,6	2,2339264541630506	2
285	16327.0	72	6,891119592384012	2,5669999999999997	635,6033333333331	58,66666666666666	2,3097348631382504	2
286	17211.0	48	7,062845577097204	2,5669999999999997	287,7775000000001	42,5	1,889436175361544	2
288	15570.0	48	7,689658060349973	2,5669999999999997	345,985	29,66666666666667	2,1487552213015024	2
290	16718.0	48	5,3140753185518985	2,5669999999999997	623,7500000000002	0,0	0,0	1
291	15808.0	36	6,954284143737057	2,5669999999999997	933,7425000000003	15,5	0,9997332130219015	2
292	17858.0	192	6,300555513351125	2,5669999999999997	429,63833333333326	29,83333333333333	2,124348442029369	2
293	16393.0	36	6,508091813438784	2,5669999999999997	231,37230769230771	27,69230769230769	2,0831658731977574	2
294	14527.0	36	7,8815306181936915	2,5669999999999997	154,47672727272723	6,2	2,2554922112783298	2
296	17863.0	144	6,600406301524776	2,5669999999999997	526,6666666666666	51,33333333333334	1,9480255305487324	2
297	16411.0	12	5,314075318551896	2,5669999999999997	107,325	174,5	0,9967916319816366	0
298	16402.0	36	5,740223928941849	2,5669999999999997	149,79999999999995	52,0	0,28639695711595625	0
299	15023.0	48	8,202367617155591	2,5669999999999997	616,7145454545454	32,90909090909091	2,1781791515769355	2
300	17402.0	96	4,54351839241158	2,5669999999999997	216,57083333333333	29,91666666666667	2,0628260847106925	2
301	15426.0	24	7,628483562434822	2,5669999999999997	287,97799999999995	69,8	1,33085824098147	1
302	12647.0	96	6,108827895581821	3,57	260,8183333333333	28,33333333333333	1,9095053219787208	2
304	15867.0	96	7,966708881034544	2,5669999999999997	253,74	23,86666666666667	2,28812150692118	2
305	12472.0	48	7,54586191846656	3,57	858,6157142857146	47,714285714285715	2,2830327650068987	2
306	14506.0	36	7,472103533143972	2,5669999999999997	402,434	69,8	1,392599762838525	2
307	15555.0	48	8,232444778852072	2,5669999999999997	299,745625	22,0	1,8958998043255464	2
308	13034.0	24	5,209453365628955	2,5669999999999997	321,3850000000001	157,0	0,8779620013943912	1
309	15889.0	24	6,18351139839291	2,5669999999999997	213,785	106,0	0,8631205685666309	0
311	16143.0	40	6,0060962112179	2,5669999999999997	404,1566666666667	60,5	2,3142420717213463	2
312	12720.0	144	7,490082102653469	3,57	204,62920000000003	14,32	2,2613265691632467	2
313	16422.0	720	5,465682792517255	2,5669999999999997	693,0279999999998	6,54	2,1705400917188946	2
314	12747.0	48	4,9419583863186345	2,5669999999999997	381,45545454545464	33,0	2,1448810781481806	2
315	15502.0	384	7,215488708241308	2,5669999999999997	805,2037500000001	43,875	1,659544212326419	2
316	12763.0	60	3,9477027792200894	5,928	247,04	115,0	0,5032583347756457	0
317	14081.0	36	6,855792570379253	2,5669999999999997	457,30999999999983	33,5	0,9946467797464263	1
318	17965.0	48	7,9889071295006095	2,5669999999999997	187,32642857142852	23,214285714285715	2,1251346238581847	2
319	14404.0	108	5,8941500676062635	2,5669999999999997	239,12	55,5	2,2727464443487015	1
321	13174.0	63	7,684832974719947	2,5669999999999997	937,6766666666667	117,0	1,4554571059122279	2
323	17677.0	120	7,136886622164693	2,5669999999999997	544,0460000000002	11,966666666666667	2,2269548836939177	2
324	13652.0	48	5,5010894473094405	2,5669999999999997	365,0266666666666	107,33333333333331	1,571032039879647	1
325	17428.0	216	7,846352579044564	2,5669999999999997	615,5696428571428	12,857142857142858	2,1222309317158894	2
327	90983N	38	8,149747119504703	2,5669999999999997	2692,799999999998	0,0	0,0	2
328	16161.0	35	7,884410387632643	2,5669999999999997	290,34263157894736	18,789473684210527	2,2384102314119647	2
329	18219.0	25	5,5214083357319375	2,5669999999999997	201,977	36,4	2,075061127892165	2
330	78143N	95	8,149747119504703	2,5669999999999997	3045,3700000000013	0,0	0,0	2
331	14293.0	25	5,602868485103867	2,5669999999999997	261,64	90,75	1,905292103253926	1
333	14748.0	100	6,43078961074169	2,5669999999999997	283,15	67,6	1,9358155469041245	1
334	17674.0	144	4,1622949095708766	2,5669999999999997	275,52000000000004	147,0	0,975119064940866	0
338	12708.0	25	6,166404893054522	3,57	244,29100000000003	33,4	2,1794254082065905	2
339	67536N	31	0,0	2,5669999999999997	26,35	0,0	0,0	0
342	14443.0	48	6,3374933540955265	2,5669999999999997	355,0499999999999	78,25	1,9803786482859167	1
344	17227.0	100	4,499614193688831	2,5669999999999997	156,55333333333334	58,0	2,2341320252834054	1
345	15919.0	25	6,544213294699321	2,5669999999999997	319,94499999999994	174,5	0,9273389282515144	1
346	15039.0	480	8,075581471165817	2,5669999999999997	420,9880851063832	7,212765957446807	2,1241567370183105	2
349	15304.0	8	2,664653803789036	2,5669999999999997	86,8	38,125	2,176858979924966	1
350	14189.0	144	7,21991767197825	2,5669999999999997	308,5253333333333	23,86666666666667	2,106969210721932	2
351	14344.0	72	5,6444752465338714	2,5669999999999997	111,24125000000002	29,75	1,7568405823372384	1
353	15048.0	24	6,373108718475798	2,5669999999999997	96,01250000000002	75,25	1,9205135391158412	0
354	15301.0	150	7,227998672221836	2,5669999999999997	419,62083333333334	26,08333333333333	1,9090589052992817	2
357	14825.0	24	6,163622923346878	2,5669999999999997	185,57583333333332	30,08333333333333	2,1744513659028657	2
358	18113.0	72	0,0	2,5669999999999997	76,32000000000002	0,0	0,0	0
359	17596.0	216	7,0783779825286794	2,5669999999999997	403,99	48,85714285714285	1,9107709545938505	2
360	15078.0	36	5,963376014300704	2,5669999999999997	302,8003125	10,96875	2,19083988990256	2
361	14085.0	72	7,861930343126626	2,5669999999999997	246,43277777777774	19,88888888888889	2,1896470615619905	2
364	15028.0	48	4,996115365169277	2,5669999999999997	156,78249999999997	89,75	0,8708644692353646	1
365	16919.0	24	6,7453106947985235	2,5669999999999997	236,0409090909092	18,818181818181817	1,1029408534857337	2
366	17259.0	30	6,613352257915169	2,5669999999999997	301,685	110,0	0,8793103533940485	1
368	16722.0	200	6,1403094419042645	2,5669999999999997	362,6392307692308	26,538461538461537	2,2029595776559536	2
370	16710.0	100	7,871855881401082	2,5669999999999997	248,30400000000003	34,6	2,2953334657264906	2
371	14667.0	144	8,147419035522269	2,5669999999999997	369,24	13,88	2,2494591304846003	2
372	15984.0	240	7,604480168590569	2,5669999999999997	281,862	36,1	1,6954986660459537	2
374	17682.0	48	5,202540511854447	2,5669999999999997	412,38833333333326	59,33333333333334	1,9539794516528732	2
375	16658.0	14	3,0	2,5669999999999997	123,24	0,0	0,0	0
376	16550.0	108	7,165132437366508	2,5669999999999997	456,974	51,6	1,3627359392426115	2
377	17068.0	24	6,362803381412251	2,5669999999999997	215,4804761904762	16,571428571428573	2,2458655244183148	2
378	15356.0	30	7,3823628359753775	2,5669999999999997	276,65	33,3	2,0479303908919806	2
380	16817.0	36	6,067692744547812	2,5669999999999997	188,26875	45,25	1,847218677640829	1
381	13030.0	24	6,1570850291486705	2,5669999999999997	399,74	178,0	0,9672947789468944	1
382	17191.0	72	7,100800951760958	2,5669999999999997	299,30428571428575	48,28571428571429	2,260784457943963	2
383	15194.0	160	7,494542701313253	2,5669999999999997	506,0886666666667	23,93333333333333	2,304149116528934	2
384	14409.0	144	5,133396397877784	2,5669999999999997	381,65	59,0	0,8654038508961859	1
385	16654.0	48	4,857980995127571	2,5669999999999997	150,3175	56,5	1,4530732564535929	1
386	13495.0	36	4,857676351631606	2,5669999999999997	403,03400000000005	71,8	1,422950494647251	2
387	17519.0	96	5,674940194239582	2,5669999999999997	307,33666666666664	58,0	2,302469542028294	1
391	15602.0	72	4,6469676615782145	2,5669999999999997	145,64	44,5	2,0778922124518324	1
393	12913.0	96	5,108758439731456	2,5669999999999997	496,726	72,2	1,132283121813043	2
394	79978N	29	8,344295907915777	2,5669999999999997	3547,7699999999995	0,0	0,0	2
398	13963.0	72	5,129283016944964	2,5669999999999997	166,135	14,5	0,7219280948873623	1
399	17450.0	1944	6,470955548235557	2,5669999999999997	4217,056222222221	7,711111111111111	1,9511080283581013	2
400	17091.0	48	6,696110618831406	2,5669999999999997	425,30666666666673	40,333333333333336	2,1912504986474555	2
402	17616.0	128	0,0	2,5669999999999997	190,4	64,33333333333333	1,584962500721156	0
403	15649.0	120	0,0	2,5669999999999997	408,0	15,5	1,0	1
404	12681.0	120	7,6123766776274415	2,752	561,4904545454547	15,545454545454545	2,2476649636039383	2
405	14907.0	48	6,851335236272645	2,5669999999999997	498,22857142857146	51,714285714285715	1,4845783129525032	2
406	17735.0	96	7,816360880242411	2,5669999999999997	690,0010526315788	18,684210526315788	2,056340841503532	2
408	17720.0	48	5,158562939644916	2,5669999999999997	298,985	85,0	1,6729706251030958	1
410	15838.0	1000	5,47935377189507	2,5669999999999997	1770,6884210526316	18,473684210526315	2,069619768156153	2
411	14733.0	80	6,365939147157513	2,5669999999999997	798,8258333333334	28,83333333333333	1,943965522057932	2
412	13756.0	192	5,682725774489592	2,5669999999999997	370,68	25,57142857142857	1,8994536052223072	2
413	14176.0	12	4,760647923290101	2,5669999999999997	144,225	17,25	0,869137580612638	0
