CustomerID	I	Iu	Imax	E	PIL
12433.0	11071	219	240	7.610700720150499	0,463
16955.0	246	17	48	4.001629167387824	2,567
15350.0	51	5	12	2.321928094887362	2,567
15605.0	441	61	24	5.875717735201597	2,567
18144.0	1343	27	160	4.404959011425501	2,567
15922.0	138	11	36	3.459431618637298	2,567
14594.0	185	48	12	5.524998048861998	2,567
15165.0	160	27	18	4.754887502163471	2,567
14911.0	77125	1743	640	10.176594751702932	0,229
16456.0	1148	80	50	6.118564064470348	2,567
83865N	600	273	33	8.092757140919819	2,567
17346.0	1645	298	36	7.92554754281446	2,567
50742N	1	1	1	0.0	2,567
17643.0	71	8	24	3.0	2,567
17841.0	22891	1319	288	9.572718474524068	2,567
17873.0	1022	23	48	4.386015934528989	2,567
13093.0	3961	97	108	6.444466602865378	2,567
12921.0	9483	233	96	7.506500526721358	2,567
17760.0	239	25	72	4.643856189774723	2,567
13468.0	2587	184	64	7.239918868266956	2,567
99052N	1	1	1	0.0	2,567
16928.0	2112	68	60	5.231280131868516	2,567
16048.0	144	8	24	3.0	2,567
16274.0	153	63	12	5.960829351489997	2,567
14496.0	159	16	36	3.932138039759377	2,567
14696.0	1630	117	48	6.816560986088737	2,567
16539.0	477	36	24	5.030633374059378	2,567
17025.0	235	8	72	2.94770277922009	2,567
13777.0	12897	36	504	4.782554867206203	2,567
17690.0	1773	186	50	7.37764331042011	2,567
12947.0	1160	80	48	6.24065507503585	2,567
17460.0	177	14	25	3.629219686524097	2,567
18229.0	2488	66	100	5.688924359466936	2,567
14142.0	313	22	36	4.459431618637295	2,567
17069.0	1494	110	25	6.680846558164732	2,567
13065.0	74	14	12	3.8073549220576055	2,567
14606.0	6159	810	96	9.212985134123112	2,567
78093N	702	269	47	8.069408189643436	2,567
16835.0	61	10	10	3.321928094887362	2,567
15235.0	1324	132	25	7.00074624935068	2,567
13576.0	2646	78	96	5.717398428387191	2,567
9052N	5	2	4	1.0	2,567
18011.0	71	28	14	4.807354922057602	2,567
13090.0	2262	97	96	6.2756017423089645	2,567
15694.0	1664	41	192	5.045294744808619	2,567
14741.0	841	35	144	4.878926423109743	2,567
13715.0	557	87	32	6.36849191065737	2,567
17732.0	93	18	12	4.169925001442313	2,567
12855.0	30	3	12	1.584962500721156	2,567
15752.0	1978	236	30	7.614638648602512	2,567
17855.0	197	17	24	4.08746284125034	2,567
14047.0	379	22	48	4.324848729602135	2,567
17925.0	72	1	72	0.0	2,567
17017.0	6651	88	192	6.017093707134396	2,567
13941.0	2364	24	256	4.366759974483216	2,567
14135.0	3850	95	600	6.360839239233761	2,567
13108.0	298	10	72	3.321928094887362	2,567
15601.0	4982	229	100	7.584094259394879	2,567
13418.0	3882	220	80	7.596451218357153	2,567
15658.0	240	40	12	5.229871195093382	2,567
14388.0	1938	123	48	6.668126682055616	2,567
14901.0	660	73	48	6.061806529315259	2,567
18041.0	3810	285	96	7.824041717714579	2,567
15955.0	2125	136	100	6.955435711555957	2,567
15070.0	36	1	36	0.0	2,567
16244.0	855	88	24	6.441860574264636	2,567
15111.0	710	70	25	6.0499973334672905	2,567
75713N	5	5	1	2.321928094887362	2,567
14390.0	2127	134	60	6.781051034642416	2,567
16546.0	549	25	48	4.643856189774723	2,567
15260.0	861	62	40	5.833325210755079	2,567
14491.0	139	17	24	4.08746284125034	2,567
13305.0	1232	50	48	5.384491015412349	2,567
14060.0	5374	86	144	6.162266527569165	2,567
15923.0	122	21	48	4.39231742277876	2,567
16752.0	54	9	12	3.169925001442312	2,567
17287.0	559	88	48	6.272508205443474	2,567
15363.0	144	16	24	4.0	2,567
12915.0	93	19	16	4.186704345910023	2,567
15544.0	3109	122	50	6.622746127932313	2,567
15738.0	2974	46	60	5.167703671052882	2,567
17381.0	25649	40	1200	4.99144347227465	2,567
15827.0	862	68	24	5.878494982701799	2,567
14180.0	711	111	24	6.433667906663577	2,567
13117.0	945	66	48	5.974836888415125	2,567
16916.0	440	129	36	6.944802193406623	2,567
17964.0	301	84	48	6.267559429596348	2,567
14466.0	1006	35	60	4.935288154364796	2,567
17235.0	224	24	30	4.513153408920675	2,567
16510.0	92	13	24	3.7004397181410926	2,567
17802.0	752	102	36	6.555963999041473	2,567
15107.0	162	11	48	3.2359263506290334	2,567
17976.0	106	56	6	5.710603774467066	2,567
14449.0	757	201	27	7.532355646812244	2,567
70560N	10	10	1	3.321928094887362	2,567
71769N	13	10	3	3.321928094887362	2,567
16781.0	112	16	24	4.0	2,567
13491.0	903	73	48	6.083127836047135	2,567
16186.0	3008	87	48	6.171896122993156	2,567
17685.0	1956	88	120	6.262414062878677	2,567
17581.0	5900	229	50	7.486980976976043	2,567
15732.0	215	13	48	3.6644977792004623	2,567
13138.0	473	31	24	4.6776878126915475	2,567
17244N	1	1	1	0.0	2,567
17567.0	2632	110	160	6.594902744457061	2,567
15061.0	28782	70	500	5.5134749076298055	2,567
16203.0	262	27	20	4.650571945454581	2,567
15640.0	6607	240	160	7.620186974257965	2,567
15574.0	349	131	36	6.921962958441554	2,567
16770.0	452	116	24	6.73753151181392	2,567
17838.0	1421	86	192	6.304535517583696	2,567
17228.0	1532	140	72	6.973716085948434	2,567
14829.0	452	39	48	5.249460279921619	2,567
65095N	50	6	24	2.584962500721156	2,567
17412.0	738	48	48	5.434323475320726	2,567
14031.0	5372	117	216	6.485558905273536	2,567
14775.0	1174	57	72	5.806890595608517	2,567
12971.0	9204	93	600	6.184183821906172	2,567
17659.0	1488	125	96	6.820470648266229	2,567
15299.0	2947	6	1824	2.584962500721156	2,567
15646.0	388	34	48	5.087462841250338	2,567
13402.0	479	32	24	4.926427859887889	2,567
17757.0	3319	274	350	7.644787406576324	2,567
13011.0	13	3	6	1.584962500721156	2,567
13798.0	23804	113	432	6.274833703506982	2,567
16754.0	4280	2	2880	1.0	2,567
16634.0	82	9	24	3.169925001442312	2,567
18239.0	795	80	24	6.251878635609003	2,567
14576.0	12	1	12	0.0	2,567
13145.0	145	5	72	2.2516291673878226	2,567
18168.0	591	96	48	6.433364648336088	2,567
14395.0	1690	181	25	7.205268668641574	2,567
14865.0	108	4	48	2.0	2,567
15093.0	3744	52	288	5.488073211275399	2,567
16150.0	1043	90	24	6.372940801106092	2,567
12738.0	147	10	24	3.321928094887362	3,570
17552.0	719	43	48	5.354406017540444	2,567
14236.0	310	15	48	3.906890595608518	2,567
17961.0	560	211	12	7.637653889873341	2,567
14573.0	539	127	48	6.666048814616755	2,567
17135.0	1224	34	96	4.935546689086912	2,567
17396.0	2004	23	144	4.469670487371862	2,567
12967.0	406	18	60	4.169925001442313	2,567
12686.0	106	6	24	2.584962500721156	2,752
13370.0	341	38	48	5.247927513443589	2,567
16883.0	104	33	15	4.984769618706745	2,567
13520.0	1629	48	96	5.3534198418359304	0,641
16905.0	1407	116	50	6.632800273972849	2,567
12841.0	2740	227	72	7.448225129846916	2,567
12427.0	238	24	24	4.532665279941248	3,570
5132N	54	30	8	4.906890595608519	2,567
17967.0	80	41	12	5.293295834054493	2,567
59360N	42	25	5	4.643856189774723	2,567
15302N	155	57	21	5.832890014164737	2,567
16891.0	283	166	12	7.252653959003811	2,567
58754N	715	295	19	8.204571144249154	2,567
12243N	13	1	13	0.0	2,567
14589.0	5	3	2	1.584962500721156	2,567
96214N	106	6	36	2.584962500721156	0,229
14156.0	57100	713	1440	9.138729097457153	0,229
83185N	18	4	10	2.0	2,567
14680.0	13326	73	300	5.794988160572847	2,567
17884.0	854	107	80	6.686520488777177	2,567
12557.0	4384	15	360	3.7327513158692334	1,450
14083.0	732	162	120	7.285730486518745	2,567
13013.0	2224	155	48	7.09145947744709	2,567
14210.0	760	66	36	5.846554450231034	2,567
16477.0	1415	111	48	6.634212124093967	2,567
12600.0	758	31	48	4.5599000019230855	3,570
16013.0	14736	30	960	4.6432238234914305	2,567
17949.0	28148	27	1992	4.261198432413333	2,567
12779.0	2016	87	72	6.21441324594671	0,504
16926.0	35	14	6	3.8073549220576055	2,567
17787.0	910	94	48	6.380913537262814	2,567
12682.0	5505	208	216	7.209813620003258	2,752
17954.0	2230	325	288	8.131787820911683	2,567
14723.0	693	192	36	7.401837416903433	2,567
17819.0	1031	36	50	4.912782031835941	2,567
336N	863	75	108	6.228818690495891	2,567
12712.0	1027	54	36	5.44902245690718	3,570
16140.0	728	31	144	4.910992253015045	2,567
15373.0	476	74	24	5.9296020610712326	2,567
17198.0	357	89	36	6.439129167387828	2,567
17238.0	1822	297	36	7.899921932599886	2,567
12793.0	292	20	40	4.277613436819114	0,241
15769.0	27660	18	1200	3.8574732492992316	2,567
67744N	17	4	6	2.0	2,567
14396.0	225	71	12	6.135030038332081	2,567
14898.0	1020	86	240	6.29009907287819	2,567
12725.0	162	23	24	4.523561956057013	2,213
16725.0	292	109	32	6.59065348360482	2,567
94887N	31	7	12	2.8073549220576046	2,567
12395.0	2094	89	120	6.254814147949291	0,501
16455.0	988	69	24	5.934467857256675	2,567
13081.0	19031	500	288	8.685831214670182	2,567
15545.0	163	78	12	6.265775928810541	2,567
17243.0	3365	179	96	7.019719154622675	2,567
15465.0	1257	43	120	4.96396390513496	2,567
13089.0	31005	636	288	8.77279736842229	2,567
16033.0	3524	536	25	8.740909353616217	2,567
13838.0	263	144	12	7.062112102133253	2,567
18055.0	2452	222	40	7.546036465761877	2,567
15038.0	205	103	12	6.591682324168044	2,567
18109.0	4220	117	432	6.271314649439785	2,567
13069.0	5603	278	1440	7.913789847433003	2,567
16241.0	1453	347	48	8.11673844222175	2,567
14800.0	3654	245	120	7.740974301494731	2,567
15708.0	1264	123	32	6.578968243000677	2,567
16839.0	8874	107	144	6.328928894152636	2,567
16168.0	1888	57	144	5.618897218516291	2,567
16931.0	3158	448	36	8.492447064730934	2,567
16814.0	2763	121	48	6.5772941265854845	2,567
15351.0	747	156	24	7.080711368617816	2,567
13269.0	3514	177	100	7.178166717094536	2,567
14813.0	67	25	12	4.573557262275186	2,567
12567.0	4045	322	48	8.181424939859264	2,752
17062.0	418	51	36	5.543023732015066	2,567
15332.0	652	29	48	4.786425874087821	0,040
14810.0	1016	106	14	6.406077216159172	2,567
16353.0	2006	51	96	5.062961198395035	2,567
18118.0	2866	423	100	8.330965346230593	2,567
13831.0	745	58	128	5.643584406427231	2,567
13506.0	324	26	48	4.700439718141092	2,567
17796.0	178	63	10	5.842129291124301	2,567
15716.0	744	101	96	6.581712752714996	2,567
18156.0	301	100	25	6.503933909647585	2,567
16983.0	1379	112	96	6.6402720753753846	2,567
17059.0	1855	292	108	7.950478440029037	2,567
16327.0	2535	141	72	6.891119592384011	2,567
17211.0	1311	149	48	7.062845577097204	2,567
17026.0	97	4	72	2.0	2,567
15570.0	2065	231	48	7.689658060349972	2,567
15880.0	187	94	12	6.486356424809459	2,567
16718.0	413	41	48	5.314075318551898	2,567
15808.0	1343	142	36	6.954284143737057	2,567
17858.0	2706	101	192	6.300555513351126	2,567
16393.0	1554	120	36	6.508091813438784	2,567
14527.0	2085	328	36	7.8815306181936915	2,567
14161.0	455	87	25	6.35201921508636	2,567
17863.0	2638	110	144	6.600406301524776	2,567
16411.0	132	41	12	5.314075318551896	2,567
16402.0	149	55	36	5.74022392894185	2,567
15023.0	2862	346	48	8.202367617155591	2,567
17402.0	700	32	96	4.54351839241158	2,567
15426.0	672	217	24	7.628483562434822	2,567
12647.0	1395	77	96	6.108827895581821	3,570
15894.0	167	34	20	5.021928094887362	2,567
15867.0	2041	301	96	7.966708881034542	2,567
12472.0	4110	217	48	7.54586191846656	3,570
14506.0	730	204	36	7.472103533143972	2,567
15555.0	4404	400	48	8.232444778852072	2,567
13034.0	369	37	24	5.209453365628954	2,567
15889.0	209	78	24	6.183511398392909	2,567
15953.0	892	63	36	5.689495206737077	2,567
16143.0	919	75	40	6.0060962112178995	2,567
12720.0	4635	210	144	7.490082102653469	3,570
16422.0	33668	67	720	5.465682792517254	2,567
12747.0	1275	42	48	4.941958386318635	2,567
15502.0	4127	158	384	7.215488708241307	2,567
12763.0	316	16	60	3.9477027792200903	5,928
14081.0	594	124	36	6.855792570379254	2,567
17965.0	1556	274	48	7.9889071295006095	2,567
14404.0	831	69	108	5.894150067606262	2,567
13579.0	176	19	48	4.175735869100492	2,567
13174.0	1394	227	63	7.684832974719946	2,567
15987.0	1556	110	906	6.675641766914068	2,567
17677.0	9768	178	120	7.136886622164694	2,567
13652.0	578	48	48	5.5010894473094405	2,567
17428.0	9472	251	216	7.846352579044564	2,567
16858.0	91	9	24	3.121928094887362	2,567
90983N	753	284	38	8.149747119504703	2,567
16161.0	2593	284	35	7.884410387632642	2,567
18219.0	883	58	25	5.5214083357319375	2,567
78143N	915	284	95	8.149747119504703	2,567
14293.0	709	51	25	5.602868485103867	2,567
16638.0	1255	92	48	6.512035660188263	2,567
14748.0	1223	87	100	6.43078961074169	2,567
17674.0	672	19	144	4.162294909570877	2,567
12808.0	187	26	12	4.6808134280893965	0,241
13094.0	1554	4	144	1.5723516633085879	2,567
15899.0	39	4	16	2.0	2,567
12708.0	1292	85	25	6.166404893054523	3,570
67536N	31	1	31	0.0	2,567
93368N	101	13	29	3.7004397181410926	2,567
15898.0	570	70	100	6.022138155839732	2,567
14443.0	938	84	48	6.337493354095528	2,567
17691.0	134	18	12	4.142664355548851	2,567
17227.0	741	28	100	4.4996141936888305	2,567
15919.0	545	103	25	6.54421329469932	2,567
15039.0	9191	407	480	8.075581471165819	2,567
13497.0	159	18	24	4.169925001442313	2,567
15860.0	440	105	36	6.520281781580359	2,567
15304.0	104	8	8	2.664653803789036	2,567
14189.0	3929	175	144	7.21991767197825	2,567
14344.0	477	56	72	5.644475246533872	2,567
16719.0	1203	107	108	6.431691645308454	2,567
15048.0	195	86	24	6.373108718475797	2,567
15301.0	2771	167	150	7.227998672221836	2,567
16898.0	419	150	36	7.187042055340387	2,567
14708.0	615	24	192	4.504706483564823	2,567
14825.0	991	82	24	6.163622923346877	2,567
18113.0	72	1	72	0.0	2,567
17596.0	4400	168	216	7.07837798252868	2,567
15078.0	5087	95	36	5.963376014300704	2,567
14085.0	3183	272	72	7.861930343126626	2,567
17860.0	104	49	12	5.547636167541365	2,567
13155.0	497	67	25	5.932575347749696	2,567
15028.0	459	35	48	4.996115365169276	2,567
16919.0	1413	141	24	6.745310694798524	2,567
17259.0	410	104	30	6.613352257915169	2,567
17019.0	827	166	25	7.214710112734842	2,567
16722.0	4991	96	200	6.140309441904265	2,567
15882.0	254	21	48	4.39231742277876	2,567
16710.0	1836	268	100	7.871855881401082	2,567
14667.0	5383	352	144	8.147419035522269	2,567
15984.0	1834	214	240	7.604480168590569	2,567
14487.0	735	112	20	6.676733681937784	2,567
17682.0	1367	48	48	5.202540511854446	2,567
16658.0	40	8	14	3.0	2,567
16550.0	1536	160	108	7.165132437366508	2,567
17068.0	2149	115	24	6.362803381412251	2,567
15356.0	1673	215	30	7.382362835975378	2,567
17223.0	111	42	8	5.33496250072116	2,567
16817.0	810	71	36	6.067692744547811	2,567
13030.0	394	76	24	6.157085029148671	2,567
17191.0	1167	163	72	7.100800951760958	2,567
15194.0	5691	209	160	7.494542701313253	2,567
14409.0	1158	40	144	5.133396397877784	2,567
16654.0	282	29	48	4.857980995127571	2,567
13495.0	823	33	36	4.857676351631606	2,567
17519.0	1236	60	96	5.674940194239583	2,567
17218.0	958	146	36	6.858035858915376	2,567
17812.0	350	113	24	6.695372696490337	2,567
14215.0	1358	98	96	6.569702316978274	2,567
15602.0	1040	30	72	4.646967661578215	2,567
17320.0	634	57	72	5.730786545122118	2,567
12913.0	1419	37	96	5.108758439731456	2,567
79978N	926	325	29	8.344295907915777	2,567
17869.0	111	37	12	5.171928094887363	2,567
13564.0	660	67	72	5.982492400933167	2,567
24555N	1	1	1	0.0	2,567
13963.0	460	35	72	5.129283016944964	2,567
17450.0	69051	123	1944	6.470955548235556	2,567
17091.0	1746	119	48	6.696110618831405	2,567
17470.0	1675	67	96	5.99367289191144	2,567
17616.0	224	1	128	0.0	2,567
15649.0	192	1	120	0.0	2,567
12681.0	7456	266	120	7.612376677627442	2,752
14907.0	1689	124	48	6.851335236272645	2,567
17735.0	8439	319	96	7.816360880242411	2,567
16059.0	643	126	12	6.85410872122149	2,567
17720.0	576	39	48	5.158562939644916	2,567
15018.0	188	29	25	4.840223928941852	2,567
15838.0	18368	54	1000	5.47935377189507	2,567
14733.0	3764	102	80	6.365939147157513	2,567
13756.0	3188	66	192	5.682725774489592	2,567
14176.0	209	28	12	4.760647923290102	2,567
15353.0	343	59	24	5.850295796515792	2,567
18119.0	125	29	48	4.840223928941852	2,567
17491.0	2013	72	144	6.022457604454501	2,567
14282.0	2668	70	100	5.853265302935312	2,567
13569.0	163	72	12	6.088629625108202	2,567
14673.0	1004	39	48	5.045413291474657	2,567
13488.0	4516	270	96	7.876504659448991	2,567
16221.0	717	90	72	6.434964388578894	2,567
15002.0	862	93	48	6.404143203099483	2,567
15965.0	453	88	36	6.322010595706414	2,567
15024.0	920	105	25	6.506715495815011	2,567
17675.0	8296	237	64	7.317904060874235	2,567
13769.0	1163	73	48	5.835646617070555	2,567
16904.0	2023	385	108	8.330883001483608	2,567
16086.0	511	24	32	4.352978424590447	2,567
13786.0	136	7	32	2.8073549220576046	2,567
13880.0	1842	125	48	6.8419020626519895	2,567
30503N	5	2	3	1.0	2,567
13173.0	277	41	32	5.333241498888144	2,567
15858.0	1167	145	36	7.040626079276685	2,567
15180.0	36	6	12	2.584962500721156	2,567
12347.0	2458	103	240	6.441024123958252	0,014
14739.0	3820	47	432	5.448394345536402	2,567
16293.0	982	102	25	6.592264553544119	2,567
17419.0	1873	155	24	7.131169719047351	2,567
44639N	2	2	1	1.0	2,567
16775.0	440	84	24	6.0969180713960816	2,567
16306.0	473	36	48	5.131556065016094	2,567
16950.0	644	39	64	5.249460279921619	2,567
20193N	1	1	1	0.0	2,567
10370N	691	284	22	8.149747119504703	2,567
55064N	928	72	104	6.1699250014423175	2,567
28839N	54	36	6	5.1699250014423095	2,567
86852N	120	52	28	5.700439718141095	2,567
53062N	107	56	7	5.807354922057609	2,567
47050N	138	54	33	5.7548875021634665	2,567
17591.0	1008	81	36	5.919301990897034	2,567
16125.0	124	13	25	3.7004397181410926	2,567
13807.0	36	7	12	2.8073549220576046	2,567
12839.0	3807	95	48	6.072463464572794	2,567
89112N	15	11	2	3.459431618637298	2,567
15081.0	189	25	12	4.4496987351738495	2,567
18102.0	64124	150	1008	6.7339416239027035	2,567
16365.0	504	45	100	5.397915538049931	2,567
97512N	566	247	17	7.948367231584709	2,567
17870.0	1400	213	128	7.5851150727454	2,567
14821.0	20	2	12	1.0	2,567
16863.0	409	25	48	4.623516641218015	2,567
13078.0	5612	94	300	6.241562471159945	2,567
13267.0	1961	87	32	6.125475312173512	2,567
13050.0	3739	245	96	7.630668339649897	2,567
12709.0	3882	90	60	6.247127772996368	3,570
15628.0	1894	85	48	6.138847431243046	2,567
12386.0	354	10	120	3.321928094887362	1,271
16779.0	5265	160	100	6.982940585162147	2,567
69599N	20	4	12	2.0	2,567
13599.0	3245	168	100	7.2091194871521305	2,567
13329.0	439	16	72	4.0	2,567
18077.0	1878	101	48	6.192842827930265	2,567
14744.0	625	19	100	4.136842188131013	2,567
17406.0	787	99	36	6.554692236751486	2,567
15750.0	1782	214	48	7.589832724930105	2,567
13983.0	1170	87	72	6.363505979183981	2,567
13842.0	1768	155	48	7.127478607299378	2,567
14796.0	6007	400	48	7.903379740057086	2,567
12441.0	120	10	25	3.321928094887362	2,752
13199.0	6171	46	384	5.105264190246968	2,567
14032.0	2020	52	72	5.268438757981587	2,567
17706.0	3865	266	36	7.908731182746405	2,567
16081.0	1477	175	40	7.325893242833882	2,567
16525.0	6493	71	200	5.6267233803270384	2,567
17975.0	1550	188	48	7.286207698876037	2,567
16122.0	1128	26	192	4.576617644908668	2,567
15973.0	88	3	72	1.584962500721156	2,567
13126.0	2130	122	60	6.860229800934033	2,567
16558.0	5377	264	120	7.717388783032844	2,567
16893.0	62	44	6	5.44740865188523	2,567
15021.0	843	284	14	7.909167979273959	2,567
15529.0	3489	414	60	8.483984726591224	2,567
15498.0	6105	360	100	8.28355366317156	2,567
18043.0	282	106	16	6.648161687669945	2,567
16016.0	619	156	20	7.073878409989611	2,567
17722.0	1583	110	120	6.762714575568261	2,567
17324.0	844	43	96	5.363856189774726	2,567
17341.0	489	147	48	7.081006532154889	2,567
14051.0	3748	52	72	5.369692005931201	2,567
16233.0	170	21	12	4.39231742277876	2,567
16385.0	261	52	25	5.6453549137686165	2,567
15032.0	2668	29	200	4.767571578720782	2,567
16713.0	4270	336	192	8.126323853190033	2,567
18061.0	955	18	288	3.702030435582646	2,567
17213.0	1174	84	36	6.18169667075504	2,567
15916.0	756	124	36	6.862470550393027	2,567
15221.0	43	5	16	2.321928094887362	2,567
13455.0	351	41	24	5.314075318551898	2,567
13113.0	3003	89	200	6.074623408860865	2,567
14217.0	684	76	60	6.129916221622081	2,567
17262.0	367	9	100	3.0220552088742005	2,567
18259.0	714	27	36	4.624111172624227	2,567
17676.0	932	49	40	5.458103180234292	2,567
16679.0	29	3	24	1.584962500721156	2,567
18269.0	70	6	24	2.584962500721156	2,567
12766.0	3627	204	96	7.5032435421354515	0,241
15298.0	2752	113	100	6.581499261072201	2,567
13523.0	1751	156	72	7.224755731209551	2,567
78098N	730	277	69	8.113742166049237	2,567
15005.0	4224	356	72	7.909955086113495	2,567
15581.0	283	133	24	6.99804373696221	2,567
15680.0	952	61	50	5.82047064826622	2,567
13649.0	139	23	24	4.523561956057013	2,567
17894.0	403	126	15	6.674108157639806	2,567
13270.0	200	1	200	0.0	2,567
14866.0	6575	29	320	4.601257783472041	2,567
13077.0	863	99	96	6.575212064914737	2,567
92007N	6	6	1	2.584962500721156	2,567
13531.0	174	17	20	4.004886164091841	2,567
13848.0	3700	3	1500	1.3709505944546687	2,567
13140.0	186	40	12	5.262692390839619	2,567
15713.0	150	18	24	4.142664355548851	2,567
17999.0	221	87	24	6.410126553043519	2,567
15347.0	130	5	96	2.321928094887362	2,567
14766.0	1325	111	48	6.662812324656974	2,567
17340.0	5963	229	144	7.5217928844674455	2,567
13984.0	271	13	48	3.589898095464287	2,567
15996.0	382	103	25	6.575067080954326	2,567
24941N	6	3	4	1.584962500721156	2,567
14030.0	1479	210	36	7.632140011923611	2,567
16596.0	97	12	24	3.584962500721156	2,567
16700.0	4023	158	60	7.003198717469718	2,567
16011.0	2042	99	72	6.2368800259885	2,567
17655.0	956	64	48	5.8660181219047125	2,567
16717.0	1577	148	100	7.147118813406208	2,567
14243.0	1215	97	48	6.396612813774537	2,567
12963.0	881	75	48	6.103911792473154	2,567
15079.0	389	46	32	5.512035660188278	2,567
14437.0	60	5	12	2.321928094887362	2,567
12942.0	203	68	15	6.042152023829222	2,567
15660.0	1042	54	48	5.521869914229535	2,567
18092.0	4252	28	600	4.566414156480573	2,567
15358.0	7032	292	240	7.968524037721312	2,567
13319.0	4718	209	60	7.255495716160347	2,567
12481.0	3272	149	75	7.049354139388682	3,570
12621.0	7345	259	300	7.749275636445328	3,570
14299.0	2124	94	288	6.382147185594028	2,567
18071.0	260	23	36	4.4838561897747224	2,567
12683.0	4920	176	100	7.1981765581328165	2,752
12755.0	1491	4	1488	2.0	5,928
13854.0	2286	39	120	4.863276915072368	2,567
12797.0	78	8	24	3.0	0,241
16782.0	709	103	24	6.395694495196805	2,567
13369.0	142	11	32	3.459431618637298	2,567
12494.0	688	60	24	5.857133966577171	2,752
17857.0	14772	18	1394	3.9750392568366264	2,567
14932.0	79	16	24	4.0	0,030
12429.0	1538	81	120	6.245870234564289	0,333
14987.0	128	2	32	1.0	2,567
14355.0	92	11	16	3.459431618637298	2,567
17526.0	282	16	48	3.969815782426811	2,567
14896.0	279	43	25	5.426264754702098	2,567
14440.0	588	33	32	4.867456758861197	2,567
13240.0	297	58	24	5.801969876934217	2,567
14479.0	117	18	20	4.169925001442313	2,567
16065.0	231	71	48	6.128372284547874	2,567
17430.0	190	14	36	3.8073549220576055	2,567
16520.0	557	128	24	6.913126582651731	2,567
27368N	4	2	3	1.0	2,567
15945.0	52	2	36	1.0	2,567
15856.0	10951	292	200	7.7458616386152	2,567
13102.0	4174	138	144	6.587225048249151	2,567
20699N	3	1	3	0.0	2,567
15271.0	1262	184	24	7.350466070052553	2,567
13982.0	1135	72	48	5.9991860770036824	2,567
15288.0	775	80	24	6.277613436819123	2,567
17978.0	499	12	432	3.584962500721156	2,567
16795.0	239	64	19	5.972350369325682	2,567
16519.0	53	12	18	3.584962500721156	2,567
64964N	809	319	48	8.317412613764933	2,567
17816.0	30	16	6	3.969815782426811	2,567
16255.0	1767	146	96	6.892548725524024	2,567
17671.0	660	33	160	4.925523369006426	2,567
17646.0	323	46	24	5.47634691059895	2,567
17339.0	152	9	48	3.169925001442312	2,567
12872.0	319	58	30	5.801969876934219	2,567
17097.0	457	152	12	7.1187488449581435	1,450
55198N	1	1	1	0.0	2,567
15192.0	918	36	72	5.054586616396459	2,567
15380.0	376	22	78	4.260067015271104	2,567
