	CustomerID	I	Iu	Imax	E	PIL	Mb	Ts	MeanD	MaxD	MinD	EDate
20	17924.0	1160	26	120	4,607264455478377	2,567	423,2142857142858	2962,5000000000005	51,42857142857143	233,0	0,0	0,547553154980007
21	13448.0	1639	137	48	6,962312109983489	2,567	578,1033333333334	3468,620000000002	59,166666666666664	145,0	0,0	1,8376627135504748
22	15862.0	585	142	108	7,126509844821638	2,567	208,21999999999997	832,88	91,0	169,0	0,0	1,776452498890824
23	15513.0	5553	182	160	7,265637690770397	2,567	767,6726315789475	14585,779999999997	17,57894736842105	54,0	0,0	2,156807784359696
24	12791.0	96	1	96	0,0	0,875	177,60000000000002	177,60000000000002	0,0	0,0	0,0	0,0
25	16218.0	2084	55	100	5,518179003891944	2,567	438,7885714285714	3071,5200000000013	48,857142857142854	118,0	0,0	2,204304417449525
26	14045.0	535	4	147	1,9182958340544893	2,567	414,9375	1659,75	65,75	228,0	0,0	1,2516291673878228
27	14307.0	2058	150	96	7,130633374059363	2,567	499,28666666666663	2995,7200000000007	47,0	104,0	0,0	1,8911785614826593
28	17908.0	173	51	28	5,603586383021304	2,567	243,2799999999999	243,2799999999999	0,0	0,0	0,0	0,0
29	17920.0	2514	406	288	8,36653437102371	2,567	246,6	4192,199999999988	21,11764705882353	78,0	0,0	1,7456382026208126
30	12838.0	359	115	12	6,806295907760665	2,567	341,56499999999994	683,1299999999994	170,0	340,0	0,0	0,9988076767835601
31	13255.0	177	13	72	3,7004397181410926	2,567	199,755	399,51	182,0	364,0	0,0	0,9957274520849256
32	16583.0	111	14	12	3,8073549220576055	2,567	233,45000000000002	233,45000000000002	0,0	0,0	0,0	0,0
33	18085.0	265	25	16	4,582118926162054	2,567	344,975	689,95	21,5	43,0	0,0	0,8935711016541907
34	13758.0	1844	104	288	6,648142497361172	2,567	455,79285714285714	3190,550000000001	51,285714285714285	162,0	0,0	1,6922784641620767
35	13694.0	62328	364	1600	8,301291744892692	2,567	1271,106	63555,300000000025	7,0	26,0	0,0	2,216673013222171
36	15983.0	892	82	48	6,202706064089377	2,567	368,755	1475,02	87,5	338,0	0,0	0,8597555090200142
37	14849.0	5670	158	144	6,936113201333063	2,567	316,8472	7921,179999999997	13,88	49,0	0,0	2,115851723006995
38	17968.0	160	74	8	6,127037994961236	2,567	277,34999999999997	277,34999999999997	0,0	0,0	0,0	0,0
39	16210.0	7558	73	960	5,700908648896434	2,567	1239,7823529411764	21076,299999999996	21,41176470588235	96,0	0,0	1,995001003371835
40	17897.0	229	100	12	6,574032338688197	2,567	188,86666666666667	566,5999999999999	66,66666666666667	194,0	0,0	0,9494520153879484
41	17377.0	2076	190	36	7,165530039698519	2,567	205,046	4100,919999999995	17,05	82,0	0,0	1,880316189399978
42	16552.0	219	17	48	4,08746284125034	2,567	189,865	379,72999999999996	65,0	130,0	0,0	0,8739810481273578
43	17181.0	241	23	144	4,523561956057013	2,567	119,96	239,91999999999996	158,0	316,0	0,0	0,4262286569981449
44	17951.0	616	18	96	4,1219280948873624	2,567	336,18000000000006	1008,5400000000003	111,0	318,0	0,0	0,9927744539878084
45	14729.0	197	69	16	6,093409091335662	2,567	313,48999999999995	313,48999999999995	0,0	0,0	0,0	0,0
46	12748.0	24079	1755	576	10,348166141631932	2,567	150,35210784313722	30671,83000000045	1,4705882352941178	30,0	0,0	1,9935812181312824
47	15012.0	231	110	12	6,712852441389348	2,567	211,51999999999995	423,0399999999996	159,5	319,0	0,0	0,9823166080205501
48	12868.0	928	72	24	5,974746425491722	2,567	267,8433333333333	1607,0600000000009	30,833333333333332	50,0	0,0	1,3884595115957181
49	17572.0	95	7	18	2,688721875540867	2,567	56,6875	226,75	75,0	138,0	0,0	1,584962500721156
50	14078.0	310	46	25	5,28737646670819	2,567	174,89499999999998	1049,3700000000003	44,833333333333336	89,0	0,0	1,778322934165814
51	14001.0	962	34	100	5,028991962451991	2,567	681,0266666666666	2043,08	109,0	187,0	0,0	1,5485806065228545
52	12662.0	2023	126	60	6,682979653477227	3,570	319,18909090909096	3511,0799999999977	33,45454545454545	64,0	0,0	2,1719825962532378
53	15525.0	412	132	24	6,918158468888639	2,567	269,5066666666666	808,5200000000001	123,33333333333333	355,0	0,0	0,9104876225061143
54	14237.0	38	9	12	3,169925001442312	2,567	161,00000000000003	161,00000000000003	0,0	0,0	0,0	0,0
55	17905.0	407	33	125	5,028639311838574	2,567	200,06	800,24	75,25	195,0	0,0	0,672294817075638
56	15485.0	1306	59	80	5,745691208039531	2,567	858,3333333333334	2575,0	114,0	305,0	0,0	1,4982429949433915
57	12433.0	11071	219	240	7,610700720150499	0,463	1910,8385714285719	13375,869999999992	52,857142857142854	274,0	0,0	1,5042634103731176
58	16955.0	246	17	48	4,001629167387824	2,567	123,4175	493,67	46,75	151,0	0,0	1,5545851693377997
59	15350.0	51	5	12	2,321928094887362	2,567	115,65	115,65	0,0	0,0	0,0	0,0
60	15605.0	441	61	24	5,875717735201597	2,567	239,64600000000002	1198,23	67,0	162,0	0,0	2,235489004382095
61	18144.0	1343	27	160	4,404959011425501	2,567	240,72916666666666	2888,750000000001	29,916666666666668	55,0	0,0	2,2357232588710008
62	15922.0	138	11	36	3,459431618637298	2,567	369,50000000000006	369,50000000000006	0,0	0,0	0,0	0,0
63	14594.0	185	48	12	5,524998048861998	2,567	189,915	379,82999999999987	182,5	365,0	0,0	0,9790981671667148
64	15165.0	160	27	18	4,754887502163471	2,567	487,75	487,75	0,0	0,0	0,0	0,0
65	14911.0	77125	1743	640	10,176594751702932	0,229	665,0295897435899	129680,7699999997	1,5128205128205128	17,0	0,0	2,056073912859281
66	16456.0	1148	80	50	6,118564064470348	2,567	431,674	2158,3700000000003	54,4	124,0	0,0	1,8904770587861213
67	83865N	600	273	33	8,092757140919819	2,567	2371,3199999999983	2371,3199999999983	0,0	0,0	0,0	0,0
68	17346.0	1645	298	36	7,92554754281446	2,567	177,08533333333335	2656,2799999999993	24,333333333333332	75,0	0,0	1,8188466309930769
69	50742N	1	1	1	0,0	2,567	0,42	0,42	0,0	0,0	0,0	0,0
70	17643.0	71	8	24	3,0	2,567	101,55000000000001	101,55000000000001	0,0	0,0	0,0	0,0
71	17841.0	22891	1319	288	9,572718474524068	2,567	325,83403225806455	40403,4200000001	2,532258064516129	15,0	0,0	2,0179774539044155
72	17873.0	1022	23	48	4,386015934528989	2,567	335,87600000000003	1679,3800000000006	58,4	104,0	0,0	1,943795608337758
73	13093.0	3961	97	108	6,444466602865378	2,567	979,05875	7832,469999999998	11,75	23,0	0,0	0,8910568493135518
74	12921.0	9483	233	96	7,506500526721358	2,567	445,1145945945946	16469,240000000016	9,54054054054054	47,0	0,0	2,11545695673319
75	17760.0	239	25	72	4,643856189774723	2,567	143,79500000000002	287,59	175,5	351,0	0,0	0,9426831892554922
76	13468.0	2587	184	64	7,239918868266956	2,567	153,65054054054053	5685,070000000001	9,513513513513514	25,0	0,0	2,2987272395831377
77	99052N	1	1	1	0,0	2,567	2,95	2,95	0,0	0,0	0,0	0,0
78	16928.0	2112	68	60	5,231280131868516	2,567	166,96470588235294	2838,399999999998	16,764705882352942	50,0	0,0	1,3711305708649273
79	16048.0	144	8	24	3,0	2,567	128,22000000000003	256,44000000000005	0,0	0,0	0,0	0,0
80	16274.0	153	63	12	5,960829351489997	2,567	337,74999999999994	337,74999999999994	0,0	0,0	0,0	0,0
81	14496.0	159	16	36	3,932138039759377	2,567	269,405	538,8100000000001	30,5	61,0	0,0	0,8314743880097293
82	14696.0	1630	117	48	6,816560986088737	2,567	296,9928571428572	2078,95	52,142857142857146	83,0	0,0	2,2124324106074695
83	16539.0	477	36	24	5,030633374059378	2,567	347,2025	1388,81	92,25	216,0	0,0	1,2505597113817017
84	17025.0	235	8	72	2,94770277922009	2,567	119,25666666666666	357,77	104,0	312,0	0,0	0,9910760598382222
85	13777.0	12897	36	504	4,782554867206203	2,567	787,1866666666665	25977,15999999998	10,93939393939394	48,0	0,0	2,2195551343033584
86	17690.0	1773	186	50	7,37764331042011	2,567	317,19666666666666	4757,950000000001	22,4	84,0	0,0	2,1893081187483046
87	12947.0	1160	80	48	6,24065507503585	2,567	239,5233333333333	1437,1400000000006	38,0	102,0	0,0	1,7564281048204093
88	17460.0	177	14	25	3,629219686524097	2,567	77,09666666666668	462,58000000000004	46,0	131,0	0,0	1,6171895725927152
89	18229.0	2488	66	100	5,688924359466936	2,567	363,845	7276,900000000001	17,5	36,0	0,0	2,112454951500386
90	14142.0	313	22	36	4,459431618637295	2,567	311,81000000000006	311,81000000000006	0,0	0,0	0,0	0,0
91	17069.0	1494	110	25	6,680846558164732	2,567	334,8575	2678,860000000001	42,625	111,0	0,0	1,945359790210925
92	13065.0	74	14	12	3,8073549220576055	2,567	205,85999999999999	205,85999999999999	0,0	0,0	0,0	0,0
93	14606.0	6159	810	96	9,212985134123112	2,567	132,68898876404492	11809,320000000058	3,696629213483146	12,0	0,0	2,2359848648270235
94	78093N	702	269	47	8,069408189643436	2,567	3429,7799999999993	3429,7799999999993	0,0	0,0	0,0	0,0
95	16835.0	61	10	10	3,321928094887362	2,567	90,425	180,85000000000002	122,0	244,0	0,0	1,0
96	15235.0	1324	132	25	7,00074624935068	2,567	187,29250000000002	2247,5099999999998	12,583333333333334	38,0	0,0	1,578212878403284
97	13576.0	2646	78	96	5,717398428387191	2,567	373,18555555555554	6717,340000000001	19,666666666666668	35,0	0,0	2,142987127401933
98	9052N	5	2	4	1,0	2,567	10,95	10,95	0,0	0,0	0,0	0,0
99	18011.0	71	28	14	4,807354922057602	2,567	102,79	102,79	0,0	0,0	0,0	0,0
100	13090.0	2262	97	96	6,2756017423089645	2,567	684,2938461538462	8895,82	27,615384615384617	71,0	0,0	1,8493961060227835
101	15694.0	1664	41	192	5,045294744808619	2,567	492,9692307692308	6408,5999999999985	28,23076923076923	109,0	0,0	1,7861130100403202
102	14741.0	841	35	144	4,878926423109743	2,567	233,39000000000001	1400,3400000000004	59,833333333333336	197,0	0,0	1,8609163924513288
103	13715.0	557	87	32	6,36849191065737	2,567	212,288	1061,4399999999998	18,0	57,0	0,0	0,9846468268687552
104	17732.0	93	18	12	4,169925001442313	2,567	303,97	303,97	0,0	0,0	0,0	0,0
105	12855.0	30	3	12	1,584962500721156	2,567	38,1	38,1	0,0	0,0	0,0	0,0
106	15752.0	1978	236	30	7,614638648602512	2,567	376,7685714285714	2637,3800000000024	47,0	99,0	0,0	1,971235584723166
107	17855.0	197	17	24	4,08746284125034	2,567	208,96999999999997	208,96999999999997	0,0	0,0	0,0	0,0
108	14047.0	379	22	48	4,324848729602135	2,567	324,82750000000004	1299,3099999999997	90,75	173,0	0,0	1,8110406397331844
109	17925.0	72	1	72	0,0	2,567	244,08	244,08	0,0	0,0	0,0	0,0
110	17017.0	6651	88	192	6,017093707134396	2,567	432,738	8654,76	18,15	89,0	0,0	2,1949212538328724
111	13941.0	2364	24	256	4,366759974483216	2,567	1022,5920000000002	5112,96	69,8	125,0	0,0	2,311577588974744
112	14135.0	3850	95	600	6,360839239233761	2,567	312,6873333333333	4690,31	24,4	106,0	0,0	2,260542079046721
113	13108.0	298	10	72	3,321928094887362	2,567	350,05999999999995	350,05999999999995	0,0	0,0	0,0	0,0
114	15601.0	4982	229	100	7,584094259394879	2,567	483,1471428571429	6764,059999999997	25,285714285714285	48,0	0,0	2,19226868854389
115	13418.0	3882	220	80	7,596451218357153	2,567	326,84611111111116	5883,229999999999	19,666666666666668	107,0	0,0	1,8164093656778744
116	15658.0	240	40	12	5,229871195093382	2,567	250,71250000000003	1002,8499999999997	45,25	111,0	0,0	1,509871837193956
117	14388.0	1938	123	48	6,668126682055616	2,567	398,24875	3185,9900000000016	44,875	90,0	0,0	2,1584513282158553
118	14901.0	660	73	48	6,061806529315259	2,567	157,63777777777773	1418,7400000000005	39,666666666666664	238,0	0,0	1,5490706589602643
119	18041.0	3810	285	96	7,824041717714579	2,567	198,14952380952383	4161,139999999996	16,761904761904763	39,0	0,0	2,217161944048699
120	15955.0	2125	136	100	6,955435711555957	2,567	314,2685714285714	4399,760000000001	24,571428571428573	129,0	0,0	1,8500928434581638
121	15070.0	36	1	36	0,0	2,567	106,2	106,2	0,0	0,0	0,0	0,0
122	16244.0	855	88	24	6,441860574264636	2,567	761,3749999999998	1522,7499999999998	80,0	160,0	0,0	0,8904916402194913
123	15111.0	710	70	25	6,0499973334672905	2,567	522,4933333333333	1567,4799999999998	114,0	305,0	0,0	0,7024665512903903
124	75713N	5	5	1	2,321928094887362	2,567	8,25	8,25	0,0	0,0	0,0	0,0
125	14390.0	2127	134	60	6,781051034642416	2,567	511,8522222222222	4606,670000000003	39,888888888888886	133,0	0,0	1,7173141025850378
126	16546.0	549	25	48	4,643856189774723	2,567	393,57500000000005	787,15	40,5	81,0	0,0	0,7950402793845223
127	15260.0	861	62	40	5,833325210755079	2,567	254,3957142857143	1780,77	38,42857142857143	138,0	0,0	1,5157420747266077
128	14491.0	139	17	24	4,08746284125034	2,567	170,465	340,93	98,5	197,0	0,0	0,7871265862012691
129	13305.0	1232	50	48	5,384491015412349	2,567	200,086	2000,8599999999992	36,4	99,0	0,0	2,034916123618351
130	14060.0	5374	86	144	6,162266527569165	2,567	322,91473684210524	6135,379999999998	18,894736842105264	38,0	0,0	2,168112823139317
131	15923.0	122	21	48	4,39231742277876	2,567	127,08000000000003	127,08000000000003	0,0	0,0	0,0	0,0
132	16752.0	54	9	12	3,169925001442312	2,567	207,5	207,5	0,0	0,0	0,0	0,0
133	17287.0	559	88	48	6,272508205443474	2,567	152,01571428571427	1064,1100000000001	49,142857142857146	115,0	0,0	1,8722341744151345
134	15363.0	144	16	24	4,0	2,567	326,0	326,0	0,0	0,0	0,0	0,0
135	12915.0	93	19	16	4,186704345910023	2,567	181,825	363,65	111,5	223,0	0,0	0,976020648236615
136	15544.0	3109	122	50	6,622746127932313	2,567	394,07888888888886	3546,709999999995	40,0	91,0	0,0	2,257718967810265
137	15738.0	2974	46	60	5,167703671052882	2,567	299,95125	4799,219999999997	21,5625	46,0	0,0	2,168210423410924
138	17381.0	25649	40	1200	4,99144347227465	2,567	699,1589655172414	20275,60999999999	12,137931034482758	42,0	0,0	2,175002153142554
139	15827.0	862	68	24	5,878494982701799	2,567	120,84928571428573	1691,8900000000006	21,071428571428573	56,0	0,0	1,857320403751598
140	14180.0	711	111	24	6,433667906663577	2,567	185,88480000000004	4647,119999999997	14,04	33,0	0,0	2,16840563630183
141	13117.0	945	66	48	5,974836888415125	2,567	123,11375	984,9099999999996	43,5	100,0	0,0	2,185503736666814
142	16916.0	440	129	36	6,944802193406623	2,567	288,12999999999994	576,2600000000003	174,0	348,0	0,0	0,9337554002624233
143	17964.0	301	84	48	6,267559429596348	2,567	235,85000000000002	471,6999999999999	170,0	340,0	0,0	0,9214676689990972
144	14466.0	1006	35	60	4,935288154364796	2,567	324,62857142857143	2272,4000000000015	48,714285714285715	93,0	0,0	2,2478859079701907
145	17235.0	224	24	30	4,513153408920675	2,567	275,03	550,0600000000001	173,5	347,0	0,0	0,9293636260137187
146	16510.0	92	13	24	3,7004397181410926	2,567	248,10000000000002	248,10000000000002	0,0	0,0	0,0	0,0
147	17802.0	752	102	36	6,555963999041473	2,567	428,3466666666668	1285,0399999999997	96,33333333333333	192,0	0,0	1,3361252095449798
148	15107.0	162	11	48	3,2359263506290334	2,567	52,0	260,0	11,8	26,0	0,0	1,0
149	17976.0	106	56	6	5,710603774467066	2,567	353,18999999999994	353,18999999999994	0,0	0,0	0,0	0,0
150	14449.0	757	201	27	7,532355646812244	2,567	226,77499999999995	907,0999999999999	88,0	182,0	0,0	1,392364247926303
151	70560N	10	10	1	3,321928094887362	2,567	28,549999999999997	28,549999999999997	0,0	0,0	0,0	0,0
152	71769N	13	10	3	3,321928094887362	2,567	35,55	35,55	0,0	0,0	0,0	0,0
153	16781.0	112	16	24	4,0	2,567	296,29999999999995	296,29999999999995	0,0	0,0	0,0	0,0
154	13491.0	903	73	48	6,083127836047135	2,567	121,58200000000002	1215,82	31,5	99,0	0,0	1,8250571363342343
155	16186.0	3008	87	48	6,171896122993156	2,567	332,6616666666667	3991,9400000000032	28,75	130,0	0,0	1,8713020170645605
156	17685.0	1956	88	120	6,262414062878677	2,567	455,9328571428572	3191,5299999999993	50,42857142857143	178,0	0,0	1,7480679052985255
157	17581.0	5900	229	50	7,486980976976043	2,567	431,6296	10790,73999999999	14,68	67,0	0,0	2,2005904009774464
158	15732.0	215	13	48	3,6644977792004623	2,567	147,06	294,11999999999995	79,5	159,0	0,0	0,9402859586706309
159	13138.0	473	31	24	4,6776878126915475	2,567	160,39833333333334	962,3900000000001	58,0	131,0	0,0	1,9683722283282608
160	17244N	1	1	1	0,0	2,567	2,95	2,95	0,0	0,0	0,0	0,0
161	17567.0	2632	110	160	6,594902744457061	2,567	541,435	4331,48	45,25	84,0	0,0	2,2028539731513126
162	15061.0	28782	70	500	5,5134749076298055	2,567	1133,1654166666665	54391,94000000001	7,416666666666667	54,0	0,0	2,2220377693150377
163	16203.0	262	27	20	4,650571945454581	2,567	148,225	592,9	77,75	144,0	0,0	1,9110881420020709
164	15640.0	6607	240	160	7,620186974257965	2,567	834,3773333333336	12515,659999999982	24,0	59,0	0,0	2,224939257188384
165	15574.0	349	131	36	6,921962958441554	2,567	175,56249999999997	702,2500000000001	48,25	180,0	0,0	0,30137864359308586
166	16770.0	452	116	24	6,73753151181392	2,567	148,98000000000002	744,9000000000003	62,2	178,0	0,0	1,8372961776781787
167	17838.0	1421	86	192	6,304535517583696	2,567	462,53999999999996	2312,7	68,6	203,0	0,0	1,6937272957496148
168	17228.0	1532	140	72	6,973716085948434	2,567	238,26124999999996	1906,0900000000015	44,125	120,0	0,0	2,1543883835132096
169	14829.0	452	39	48	5,249460279921619	2,567	174,3875	697,55	85,5	176,0	0,0	1,3396642639295127
170	65095N	50	6	24	2,584962500721156	2,567	122,7	122,7	0,0	0,0	0,0	0,0
171	17412.0	738	48	48	5,434323475320726	2,567	179,72285714285712	1258,0600000000002	52,285714285714285	136,0	0,0	1,7212346268633927
172	14031.0	5372	117	216	6,485558905273536	2,567	864,7564705882354	14700,859999999991	21,11764705882353	52,0	0,0	2,1832891708844433
173	14775.0	1174	57	72	5,806890595608517	2,567	337,3	1011,9	104,33333333333333	234,0	0,0	1,584962500721156
174	12971.0	9204	93	600	6,184183821906172	2,567	128,63247058823526	10933,759999999998	3,929411764705882	16,0	0,0	2,2306311831973344
175	17659.0	1488	125	96	6,820470648266229	2,567	246,57583333333332	2958,9100000000008	29,083333333333332	98,0	0,0	1,9384785440341679
176	15299.0	2947	6	1824	2,584962500721156	2,567	651,1683333333334	3907,01	50,666666666666664	196,0	0,0	1,4591479170272446
177	15646.0	388	34	48	5,087462841250338	2,567	141,71333333333334	425,13999999999993	71,33333333333333	125,0	0,0	1,488708908764086
178	13402.0	479	32	24	4,926427859887889	2,567	310,615	621,2300000000002	122,0	244,0	0,0	0,9881108365218301
179	17757.0	3319	274	350	7,644787406576324	2,567	186,71133333333336	5601,339999999993	11,8	26,0	0,0	2,2337310547455593
180	13011.0	13	3	6	1,584962500721156	2,567	50,550000000000004	50,550000000000004	0,0	0,0	0,0	0,0
181	13798.0	23804	113	432	6,274833703506982	2,567	647,5524561403511	36910,48999999997	6,052631578947368	25,0	0,0	2,2427891408478993
182	16754.0	4280	2	2880	1,0	2,567	2002,4	2002,4	0,0	0,0	0,0	0,0
183	16634.0	82	9	24	3,169925001442312	2,567	108,95	217,9	74,5	149,0	0,0	0,5032583347756457
184	18239.0	795	80	24	6,251878635609003	2,567	312,322	1561,6099999999997	30,2	52,0	0,0	1,5780919883055136
185	14576.0	12	1	12	0,0	2,567	35,400000000000006	35,400000000000006	0,0	0,0	0,0	0,0
186	13145.0	145	5	72	2,2516291673878226	2,567	154,63	618,52	83,0	245,0	0,0	1,2516291673878228
187	18168.0	591	96	48	6,433364648336088	2,567	192,24833333333333	1153,4900000000002	32,5	63,0	0,0	1,559222521519306
188	14395.0	1690	181	25	7,205268668641574	2,567	386,87333333333333	3481,8600000000006	40,55555555555556	99,0	0,0	2,229046832499133
189	14865.0	108	4	48	2,0	2,567	26,1	52,2	182,0	364,0	0,0	0,8112781244591328
190	15093.0	3744	52	288	5,488073211275399	2,567	736,9699999999999	4421,819999999998	58,5	98,0	0,0	2,0737725819235253
191	16150.0	1043	90	24	6,372940801106092	2,567	402,644	2013,2199999999991	65,6	141,0	0,0	1,898291948116589
192	12738.0	147	10	24	3,321928094887362	3,570	137,35	137,35	0,0	0,0	0,0	0,0
193	17552.0	719	43	48	5,354406017540444	2,567	232,60250000000002	930,41	77,75	301,0	0,0	0,9691869476068813
194	14236.0	310	15	48	3,906890595608518	2,567	245,43000000000004	490,86	145,5	291,0	0,0	0,7219280948873623
195	17961.0	560	211	12	7,637653889873341	2,567	33,24205128205129	1296,4400000000012	8,538461538461538	39,0	0,0	2,0658939577210274
196	14573.0	539	127	48	6,666048814616755	2,567	200,70874999999995	1605,6700000000012	23,375	84,0	0,0	1,5664884760620104
197	17135.0	1224	34	96	4,935546689086912	2,567	162,81857142857143	1139,7299999999998	50,57142857142857	237,0	0,0	1,3710366288405573
198	17396.0	2004	23	144	4,469670487371862	2,567	1044,6857142857143	7312,800000000001	47,42857142857143	223,0	0,0	1,3701635095276024
199	12967.0	406	18	60	4,169925001442313	2,567	804,0500000000001	1608,1000000000001	6,5	13,0	0,0	0,0
200	12686.0	106	6	24	2,584962500721156	2,752	71,14	71,14	0,0	0,0	0,0	0,0
201	13370.0	341	38	48	5,247927513443589	2,567	737,8700000000002	737,8700000000002	0,0	0,0	0,0	0,0
202	16883.0	104	33	15	4,984769618706745	2,567	138,365	276,72999999999996	92,0	184,0	0,0	0,9919924034538556
203	13520.0	1629	48	96	5,3534198418359304	0,641	494,625	2967,7499999999995	51,833333333333336	78,0	0,0	2,054309611596183
204	16905.0	1407	116	50	6,632800273972849	2,567	440,7828571428571	3085,4799999999996	52,0	189,0	0,0	1,3053783312697973
205	12841.0	2740	227	72	7,448225129846916	2,567	159,1608	3979,0199999999973	14,24	41,0	0,0	2,213347860662018
206	12427.0	238	24	24	4,532665279941248	3,570	213,10666666666668	639,3200000000002	116,33333333333333	311,0	0,0	0,9182958340544896
207	5132N	54	30	8	4,906890595608519	2,567	340,26	340,26	0,0	0,0	0,0	0,0
208	17967.0	80	41	12	5,293295834054493	2,567	123,07000000000002	123,07000000000002	0,0	0,0	0,0	0,0
209	59360N	42	25	5	4,643856189774723	2,567	338,71000000000004	338,71000000000004	0,0	0,0	0,0	0,0
210	15302N	155	57	21	5,832890014164737	2,567	857,6	857,6	0,0	0,0	0,0	0,0
211	16891.0	283	166	12	7,252653959003811	2,567	161,93999999999997	809,7000000000002	73,6	230,0	0,0	1,582168632133322
212	58754N	715	295	19	8,204571144249154	2,567	2693,3200000000006	2693,3200000000006	0,0	0,0	0,0	0,0
213	12243N	13	1	13	0,0	2,567	5,46	5,46	0,0	0,0	0,0	0,0
214	14589.0	5	3	2	1,584962500721156	2,567	39,75	39,75	0,0	0,0	0,0	0,0
215	96214N	106	6	36	2,584962500721156	0,229	213,29999999999998	213,29999999999998	0,0	0,0	0,0	0,0
216	14156.0	57100	713	1440	9,138729097457153	0,229	2111,7746296296295	114035,82999999983	6,314814814814815	42,0	0,0	1,9003904484121599
217	83185N	18	4	10	2,0	2,567	30,5	30,5	0,0	0,0	0,0	0,0
218	14680.0	13326	73	300	5,794988160572847	2,567	1772,9756250000003	28367,61	21,0625	46,0	0,0	1,9695962939248615
219	17884.0	854	107	80	6,686520488777177	2,567	179,36249999999998	717,4499999999994	91,75	308,0	0,0	1,443693361668812
220	12557.0	4384	15	360	3,7327513158692334	1,450	2398,192	11990,96	70,6	142,0	0,0	1,8097782277964714
221	14083.0	732	162	120	7,285730486518745	2,567	113,1588888888889	1018,4299999999998	40,44444444444444	118,0	0,0	1,2449565948322046
222	13013.0	2224	155	48	7,09145947744709	2,567	370,07230769230773	4810,9400000000005	28,0	122,0	0,0	1,962611421922309
223	14210.0	760	66	36	5,846554450231034	2,567	317,64	1905,8400000000001	43,833333333333336	91,0	0,0	1,8833115146792112
224	16477.0	1415	111	48	6,634212124093967	2,567	356,3514285714286	2494,4600000000005	43,57142857142857	82,0	0,0	2,29374509326015
225	12600.0	758	31	48	4,5599000019230855	3,570	231,10399999999998	2311,04	33,9	58,0	0,0	2,154306406408249
226	16013.0	14736	30	960	4,6432238234914305	2,567	774,7739130434783	35639,600000000006	7,673913043478261	35,0	0,0	1,877692769237281
227	17949.0	28148	27	1992	4,261198432413333	2,567	1351,2735	54050,94000000001	8,875	47,0	0,0	1,8297008602699305
228	12779.0	2016	87	72	6,21441324594671	0,504	489,56999999999994	3916,5600000000027	41,25	152,0	0,0	1,7999684929481208
229	16926.0	35	14	6	3,8073549220576055	2,567	230,25000000000003	230,25000000000003	0,0	0,0	0,0	0,0
230	17787.0	910	94	48	6,380913537262814	2,567	466,2975	1865,1899999999994	54,0	151,0	0,0	1,2406158546652124
